form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,variants_tag,analysis_tag,source,page,language_id
maringsaibol038,mu,2.pl.3.pl.fut.aff,ka-mu-num-chau,ka-Σ-num-chau,ka+Σ+num+cha+u,k a Σ n u m tʃ a u,k a + Σ + n u m + tʃ a + u,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol039,shi,3.sg.fut.aff,ka-shi-num,ka-Σ-num,ka+Σ+num,k a Σ n u m,k a + Σ + n u m,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol040,shi,3.pl.fut.aff,ka-shi-num-ei,ka-Σ-num-ei,ka+Σ+num+ei,k a Σ n u m ei,k a + Σ + n u m + ei,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol041,mu,3.sg.1.sg.fut.aff,ka-mu-num,ka-Σ-num,ka+Σ+num,k a Σ n u m,k a + Σ + n u m,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol042,mu,3.sg.1.pl.excl.fut.aff,ka-mu-num,ka-Σ-num,ka+Σ+num,k a Σ n u m,k a + Σ + n u m,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol043,mu,3.sg.1.pl.incl.fut.aff,ka-mu-num,ka-Σ-num,ka+Σ+num,k a Σ n u m,k a + Σ + n u m,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol044,mu,3.pl.1.sg.fut.aff,ka-mu-num-mei,ka-Σ-num-mei,ka+Σ+num+mei,k a Σ n u m m ei,k a + Σ + n u m + m ei,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol045,mu,3.pl.1.sg.fut.aff,ka-mu-num-ei,ka-Σ-num-ei,ka+Σ+num+ei,k a Σ n u m ei,k a + Σ + n u m + ei,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol046,mu,3.pl.1.pl.excl.fut.aff,ka-mu-num-mei,ka-Σ-num-mei,ka+Σ+num+mei,k a Σ n u m m ei,k a + Σ + n u m + m ei,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol047,mu,3.pl.1.pl.excl.fut.aff,ka-mu-num-ei,ka-Σ-num-ei,ka+Σ+num+ei,k a Σ n u m ei,k a + Σ + n u m + ei,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol048,mu,3.pl.1.pl.incl.fut.aff,ka-mu-num-mei,ka-Σ-num-mei,ka+Σ+num+mei,k a Σ n u m m ei,k a + Σ + n u m + m ei,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol049,mu,3.pl.1.pl.incl.fut.aff,ka-mu-num-ei,ka-Σ-num-ei,ka+Σ+num+ei,k a Σ n u m ei,k a + Σ + n u m + ei,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol050,mu,3.sg.2.sg.fut.aff,ka-mu-num,ka-Σ-num,ka+Σ+num,k a Σ n u m,k a + Σ + n u m,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol051,mu,3.sg.2.pl.fut.aff,ka-mu-num,ka-Σ-num,ka+Σ+num,k a Σ n u m,k a + Σ + n u m,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol052,mu,3.pl.2.sg.fut.aff,ka-mu-num-mei,ka-Σ-num-mei,ka+Σ+num+mei,k a Σ n u m m ei,k a + Σ + n u m + m ei,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol053,mu,3.pl.2.sg.fut.aff,ka-mu-num-ei,ka-Σ-num-ei,ka+Σ+num+ei,k a Σ n u m ei,k a + Σ + n u m + ei,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol054,mu,3.pl.2.pl.fut.aff,ka-mu-num-mei,ka-Σ-num-mei,ka+Σ+num+mei,k a Σ n u m m ei,k a + Σ + n u m + m ei,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol055,mu,3.pl.2.pl.fut.aff,ka-mu-num-ei,ka-Σ-num-ei,ka+Σ+num+ei,k a Σ n u m ei,k a + Σ + n u m + ei,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol056,mu,3.sg.3.sg.fut.aff,ka-mu-num,ka-Σ-num,ka+Σ+num,k a Σ n u m,k a + Σ + n u m,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol057,mu,3.sg.3.pl.fut.aff,ka-mu-num,ka-Σ-num,ka+Σ+num,k a Σ n u m,k a + Σ + n u m,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol058,mu,3.pl.3.sg.fut.aff,ka-mu-num-mei,ka-Σ-num-mei,ka+Σ+num+mei,k a Σ n u m m ei,k a + Σ + n u m + m ei,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol059,mu,3.pl.3.sg.fut.aff,ka-mu-num-ei,ka-Σ-num-ei,ka+Σ+num+ei,k a Σ n u m ei,k a + Σ + n u m + ei,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol060,mu,3.pl.3.pl.fut.aff,ka-mu-num-mei,ka-Σ-num-mei,ka+Σ+num+mei,k a Σ n u m m ei,k a + Σ + n u m + m ei,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol061,mu,3.pl.3.pl.fut.aff,ka-mu-num-ei,ka-Σ-num-ei,ka+Σ+num+ei,k a Σ n u m ei,k a + Σ + n u m + ei,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol062,shi,1.sg.fut.neg,shi-mak-num-mang,Σ-mak-num-mang,Σ+mak+num+mang,Σ m a k n u m m a ŋ,Σ + m a k + n u m + m a ŋ,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol063,shi,1.sg.fut.neg,shi-mak-num-ang,Σ-mak-num-ang,Σ+mak+num+ang,Σ m a k n u m a ŋ,Σ + m a k + n u m + a ŋ,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol064,shi,1.pl.excl.fut.neg,shi-mak-num-mang,Σ-mak-num-mang,Σ+mak+num+mang,Σ m a k n u m m a ŋ,Σ + m a k + n u m + m a ŋ,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol065,shi,1.pl.excl.fut.neg,shi-mak-num-ang,Σ-mak-num-ang,Σ+mak+num+ang,Σ m a k n u m a ŋ,Σ + m a k + n u m + a ŋ,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol066,shi,1.pl.incl.fut.neg,shi-mak-num-min,Σ-mak-num-min,Σ+mak+num+min,Σ m a k n u m m i n,Σ + m a k + n u m + m i n,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol067,mu,1.sg.2.sg.fut.neg,mu-mak-num-mang,Σ-mak-num-mang,Σ+mak+num+mang,Σ m a k n u m m a ŋ,Σ + m a k + n u m + m a ŋ,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol068,mu,1.sg.2.sg.fut.neg,mu-mak-num-ang,Σ-mak-num-ang,Σ+mak+num+ang,Σ m a k n u m a ŋ,Σ + m a k + n u m + a ŋ,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol069,mu,1.sg.2.pl.fut.neg,mu-mak-num-mang,Σ-mak-num-mang,Σ+mak+num+mang,Σ m a k n u m m a ŋ,Σ + m a k + n u m + m a ŋ,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol070,mu,1.sg.2.pl.fut.neg,mu-mak-num-ang,Σ-mak-num-ang,Σ+mak+num+ang,Σ m a k n u m a ŋ,Σ + m a k + n u m + a ŋ,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol071,mu,1.sg.3.pl.fut.neg,mu-mak-num-mang,Σ-mak-num-mang,Σ+mak+num+mang,Σ m a k n u m m a ŋ,Σ + m a k + n u m + m a ŋ,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol072,mu,1.sg.3.pl.fut.neg,mu-mak-num-ang,Σ-mak-num-ang,Σ+mak+num+ang,Σ m a k n u m a ŋ,Σ + m a k + n u m + a ŋ,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol073,mu,1.pl.excl.2.sg.fut.neg,mu-mak-num-mang,Σ-mak-num-mang,Σ+mak+num+mang,Σ m a k n u m m a ŋ,Σ + m a k + n u m + m a ŋ,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol074,mu,1.pl.excl.2.sg.fut.neg,mu-mak-num-ang,Σ-mak-num-ang,Σ+mak+num+ang,Σ m a k n u m a ŋ,Σ + m a k + n u m + a ŋ,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol075,mu,1.pl.excl.2.pl.fut.neg,mu-mak-num-mang,Σ-mak-num-mang,Σ+mak+num+mang,Σ m a k n u m m a ŋ,Σ + m a k + n u m + m a ŋ,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol076,mu,1.pl.excl.2.pl.fut.neg,mu-mak-num-ang,Σ-mak-num-ang,Σ+mak+num+ang,Σ m a k n u m a ŋ,Σ + m a k + n u m + a ŋ,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol077,mu,1.sg.3.sg.fut.neg,mu-mak-num-mang,Σ-mak-num-mang,Σ+mak+num+mang,Σ m a k n u m m a ŋ,Σ + m a k + n u m + m a ŋ,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol078,mu,1.sg.3.sg.fut.neg,mu-mak-num-ang,Σ-mak-num-ang,Σ+mak+num+ang,Σ m a k n u m a ŋ,Σ + m a k + n u m + a ŋ,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol079,mu,1.pl.excl.3.sg.fut.neg,mu-mak-num-mang,Σ-mak-num-mang,Σ+mak+num+mang,Σ m a k n u m m a ŋ,Σ + m a k + n u m + m a ŋ,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol080,mu,1.pl.excl.3.sg.fut.neg,mu-mak-num-ang,Σ-mak-num-ang,Σ+mak+num+ang,Σ m a k n u m a ŋ,Σ + m a k + n u m + a ŋ,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol081,mu,1.pl.incl.3.sg.fut.neg,mu-mak-num-min,Σ-mak-num-min,Σ+mak+num+min,Σ m a k n u m m i n,Σ + m a k + n u m + m i n,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol082,mu,1.pl.excl.3.pl.fut.neg,mu-mak-num-mang,Σ-mak-num-mang,Σ+mak+num+mang,Σ m a k n u m m a ŋ,Σ + m a k + n u m + m a ŋ,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol083,mu,1.pl.excl.3.pl.fut.neg,mu-mak-num-ang,Σ-mak-num-ang,Σ+mak+num+ang,Σ m a k n u m a ŋ,Σ + m a k + n u m + a ŋ,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol084,mu,1.pl.incl.3.pl.fut.neg,mu-mak-num-min,Σ-mak-num-min,Σ+mak+num+min,Σ m a k n u m m i n,Σ + m a k + n u m + m i n,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol085,mu,2.sg.fut.neg,mu-mak-num-cha,Σ-mak-num-cha,Σ+mak+num+cha,Σ m a k n u m tʃ a,Σ + m a k + n u m + tʃ a,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol086,shi,2.pl.fut.neg,shi-mak-num-chau,Σ-mak-num-chau,Σ+mak+num+cha+u,Σ m a k n u m tʃ a u,Σ + m a k + n u m + tʃ a + u,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol087,mu,2.sg.1.sg.fut.neg,mu-mak-cha,Σ-mak-cha,Σ+mak+cha,Σ m a k tʃ a,Σ + m a k + tʃ a,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol088,mu,2.sg.1.pl.excl.fut.neg,mu-mak-num-cha,Σ-mak-num-cha,Σ+mak+num+cha,Σ m a k n u m tʃ a,Σ + m a k + n u m + tʃ a,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol089,mu,2.pl.1.sg.fut.neg,mu-mak-num-chau,Σ-mak-num-chau,Σ+mak+num+cha+u,Σ m a k n u m tʃ a u,Σ + m a k + n u m + tʃ a + u,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol090,mu,2.pl.1.pl.excl.fut.neg,mu-mak-num-chau,Σ-mak-num-chau,Σ+mak+num+cha+u,Σ m a k n u m tʃ a u,Σ + m a k + n u m + tʃ a + u,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol091,mu,2.sg.3.sg.fut.neg,mu-mak-num-cha,Σ-mak-num-cha,Σ+mak+num+cha,Σ m a k n u m tʃ a,Σ + m a k + n u m + tʃ a,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol092,mu,2.sg.3.pl.fut.neg,mu-mak-num-cha,Σ-mak-num-cha,Σ+mak+num+cha,Σ m a k n u m tʃ a,Σ + m a k + n u m + tʃ a,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol093,mu,2.pl.3.sg.fut.neg,mu-mak-num-chau,Σ-mak-num-chau,Σ+mak+num+cha+u,Σ m a k n u m tʃ a u,Σ + m a k + n u m + tʃ a + u,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol094,mu,2.pl.3.pl.fut.neg,mu-mak-num-chau,Σ-mak-num-chau,Σ+mak+num+cha+u,Σ m a k n u m tʃ a u,Σ + m a k + n u m + tʃ a + u,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol095,shi,3.sg.fut.neg,shi-mak-num,Σ-mak-num,Σ+mak+num,Σ m a k n u m,Σ + m a k + n u m,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol096,shi,3.pl.fut.neg,shi-mak-num-mei,Σ-mak-num-mei,Σ+mak+num+mei,Σ m a k n u m m ei,Σ + m a k + n u m + m ei,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol097,shi,3.pl.fut.neg,shi-mak-num-ei,Σ-mak-num-ei,Σ+mak+num+ei,Σ m a k n u m ei,Σ + m a k + n u m + ei,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol098,mu,3.sg.1.sg.fut.neg,mu-mak-num,Σ-mak-num,Σ+mak+num,Σ m a k n u m,Σ + m a k + n u m,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol099,mu,3.sg.1.pl.excl.fut.neg,mu-mak-num,Σ-mak-num,Σ+mak+num,Σ m a k n u m,Σ + m a k + n u m,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol100,mu,3.sg.1.pl.incl.fut.neg,mu-mak-num,Σ-mak-num,Σ+mak+num,Σ m a k n u m,Σ + m a k + n u m,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol101,mu,3.pl.1.sg.fut.neg,mu-mak-num-mei,Σ-mak-num-mei,Σ+mak+num+mei,Σ m a k n u m m ei,Σ + m a k + n u m + m ei,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol102,mu,3.pl.1.sg.fut.neg,mu-mak-num-ei,Σ-mak-num-ei,Σ+mak+num+ei,Σ m a k n u m ei,Σ + m a k + n u m + ei,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol103,mu,3.pl.1.pl.excl.fut.neg,mu-mak-num-mei,Σ-mak-num-mei,Σ+mak+num+mei,Σ m a k n u m m ei,Σ + m a k + n u m + m ei,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol104,mu,3.pl.1.pl.excl.fut.neg,mu-mak-num-ei,Σ-mak-num-ei,Σ+mak+num+ei,Σ m a k n u m ei,Σ + m a k + n u m + ei,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol105,mu,3.pl.1.pl.incl.fut.neg,mu-mak-num-mei,Σ-mak-num-mei,Σ+mak+num+mei,Σ m a k n u m m ei,Σ + m a k + n u m + m ei,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol106,mu,3.pl.1.pl.incl.fut.neg,mu-mak-num-ei,Σ-mak-num-ei,Σ+mak+num+ei,Σ m a k n u m ei,Σ + m a k + n u m + ei,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol107,mu,3.sg.2.sg.fut.neg,mu-mak-num,Σ-mak-num,Σ+mak+num,Σ m a k n u m,Σ + m a k + n u m,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol108,mu,3.sg.2.pl.fut.neg,mu-mak-num,Σ-mak-num,Σ+mak+num,Σ m a k n u m,Σ + m a k + n u m,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol109,mu,3.pl.2.sg.fut.neg,mu-mak-num-mei,Σ-mak-num-mei,Σ+mak+num+mei,Σ m a k n u m m ei,Σ + m a k + n u m + m ei,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol110,mu,3.pl.2.sg.fut.neg,mu-mak-num-ei,Σ-mak-num-ei,Σ+mak+num+ei,Σ m a k n u m ei,Σ + m a k + n u m + ei,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol111,mu,3.pl.2.pl.fut.neg,mu-mak-num-mei,Σ-mak-num-mei,Σ+mak+num+mei,Σ m a k n u m m ei,Σ + m a k + n u m + m ei,unspecified,morphophon,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol112,mu,3.pl.2.pl.fut.neg,mu-mak-num-ei,Σ-mak-num-ei,Σ+mak+num+ei,Σ m a k n u m ei,Σ + m a k + n u m + ei,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
maringsaibol113,mu,3.sg.3.sg.fut.neg,mu-mak-num,Σ-mak-num,Σ+mak+num,Σ m a k n u m,Σ + m a k + n u m,unspecified,,Kanshouwa2026SaibolMaring,nopage,maringsaibol
